id,date,start_time,end_time,progress,duration,lab,country,userlanguage,minimal_group,dg_min_in_self,dg_min_out_self,dg_min_in_out,dg_nat_in_self,dg_nat_out_self,dg_nat_in_out,dg_fam_in_self,dg_fam_out_self,dg_fam_in_out,dg_min_bias_first,dg_min_bias_third,dg_nat_bias_first,dg_nat_bias_third,dg_fam_bias_first,dg_fam_bias_third,att_min_in,att_min_out,att_min_bias,att_nat_in,att_nat_out,att_nat_bias,att_fam_in,att_fam_out,att_fam_bias,self_esteem,trust_in,trust_out,trust_in_out,trust_institution,horizontal_individualism,vertical_collectivism,permeability,family_tie_importance,family_tie_parental_duties,family_tie_respect_parents,family_tie_sum,embeddedness,attention_general_1,attention_minimal,attention_general_2,pass_attention_general_1,pass_attention_minimal,pass_attention_general_2,pass_attention_total,interpersonaltrust_1,interpersonaltrust_2,interpersonaltrust_3,interpersonaltrust_4,interpersonaltrust_5,interpersonaltrust_6,institutiontrust_1,institutiontrust_2,institutiontrust_3,familytie1,familytie2,familytie3_1,familytie3_2,familytie3_3,familytie3_4,col_ind_1,col_ind_2,col_ind_3,col_ind_4,col_ind_5,col_ind_6,col_ind_7,col_ind_8,col_ind_9,col_ind_10,col_ind_11,col_ind_12,col_ind_13,col_ind_14,gender,age,political_affiliation,political_orientation,income_when16,work_situation,education,marital_status,num_children,num_siblings,num_cousins,residence_wparents,size_of_residence,freq_moving,region_childhood,region_current,comment,mgp_familiarity,mgp_followup,trade_off_1,trade_off_2,trade_off_3,trade_off_4,trade_off_5,trade_off_6,trade_off_7,trade_off_8,trade_off_9,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,gamepayoff,totalmoney
p105,2022-04-04,03:31:52,03:40:57,100,545,01,GBR,EN-GB,S,10,10,5,10,10,10,10,10,10,0,5,0,10,0,10,3.75,3.25,0.5,5,4.75,0.25,4.75,4.5,0.25,2,3,2.6666666666666665,0.3333333333333335,2.3333333333333335,3.3333333333333335,5.5,2.1666666666666665,3,1,2,6,11,Somewhat Disagree,S,18,1,1,1,3,3,3,3,2,3,3,3,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Rather important,5,6,7,5,7,3,3,5,4,5,2,6,4,7,Male,25-34,Other party,Somewhat liberal,Far below average,Employed (full-time),Completed college / university,Single (never married),0,0,9,Yes,"10,000 to 100,000 inhabitants",I didn't move,Dorset and Somerset,Dorset and Somerset,The impact of upbringing on generousity.,No,NA,2,2,4,2,2,2,3,2,4,£,0.067,attfirst,secondletter,S,P,allocator,10,0.67
p106,2022-04-04,03:29:52,03:41:10,100,677,01,GBR,EN-GB,P,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4.75,4.75,0,6.5,6.25,0.25,6.5,7,-0.5,3,3.6666666666666665,3.3333333333333335,0.33333333333333304,3,7,6.75,-0.25,3,1,2,6,4,Somewhat Disagree,P,18,1,1,1,3,4,3,4,3,3,4,3,4,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Not at all important,Very important,8,8,9,2,7,7,6,7,3,6,7,4,3,8,Male,45-54,Labour,Somewhat liberal,Average,Employed (full-time),Completed high school,Married,1,0,2,No,"10,000 to 100,000 inhabitants",I moved once or twice,Dorset and Somerset,Dorset and Somerset,Whether I would be willing to help out someone equally if I knew anything about them or otherwise. Whether I have a connection to my fellow countrymen and whether moving at a young age may affect that.,No,NA,1,3,3,3,1,1,4,2,5,£,0.067,allofirst,firstletter,P,S,recipient,10,0.67
p107,2022-04-04,03:23:03,03:41:15,100,1091,01,GBR,EN-GB,H,10,15,12,12,15,10,12,15,14,5,12,3,10,3,14,4.75,5,-0.25,6.5,5,1.5,7,5.5,1.5,4,3.3333333333333335,2.6666666666666665,0.666666666666667,2.6666666666666665,8,4.75,-3.25,4,1,1,6,6,Strongly Disagree,H,18,0,1,1,2,4,3,3,2,3,3,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Rather important,Not very important,Rather important,7,5,6,3,7,8,6,7,7,7,9,2,5,7,Female,75 or above,Conservative,Conservative,Average,Pensioned/Retired,Some college / university,Married,0,3,2,No,"Up to 2,000 inhabitants",I didn't move,Derbyshire and Nottinghamshire,Derbyshire and Nottinghamshire,Attitudes to others especially other ethnicities?,No,NA,2,4,4,2,3,3,3,3,3,£,0.067,attfirst,firstletter,H,J,recipient,10,0.67
p108,2022-04-04,03:22:43,03:41:16,100,1112,01,GBR,EN-GB,S,10,10,10,10,10,10,10,10,15,0,10,0,10,0,15,3,3,0,5.25,4,1.25,5.25,4,1.25,3,3.3333333333333335,3,0.3333333333333335,2.6666666666666665,7.666666666666667,5.25,-2.416666666666667,4,1,2,7,14,Somewhat Disagree,S,18,1,1,1,3,4,3,3,3,3,3,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not at all important,Rather important,Rather important,8,3,6,4,7,8,5,7,6,7,8,7,2,8,Female,55-64,Labour,Somewhat liberal,Average,Pensioned/Retired,Completed high school,Married,4,2,7,No,"More than 500,000 inhabitants",I moved 3-5 times,East Wales,East Wales,I think it was to tell if our prejudices concerning 'outsiders' would influence how much we were willing to share monetary benefits,No,NA,4,2,4,2,4,4,2,2,4,£,0.067,attfirst,secondletter,S,P,allocator,10,0.67
p109,2022-04-04,03:25:55,03:41:40,100,944,01,GBR,EN-GB,J,20,20,10,20,20,10,20,20,10,0,10,0,10,0,10,3,3,0,3.25,3.5,-0.25,3,3,0,1,3,3,0,2,6,4.25,-1.75,4,1,1,6,15,Somewhat Disagree,J,18,1,1,1,3,3,3,3,3,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Rather important,Not at all important,Rather important,7,5,6,1,5,5,3,7,1,5,6,3,1,7,Female,35-44,Other party,Somewhat liberal,Average,Other,Completed college / university,Married,0,1,13,No,"2,000 to 10,000 inhabitants",I moved once or twice,North Eastern Scotland,North Eastern Scotland,Whether people are more altruistic with members of a group they identify with than with people outside that group,No,NA,1,2,3,3,1,1,3,1,5,£,0.067,allofirst,secondletter,J,H,recipient,10,0.67
p110,2022-04-04,03:14:20,03:41:42,100,1641,01,GBR,EN-GB,H,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4,4,0,6.25,6.25,0,6,5.75,0.25,3,3.6666666666666665,2.3333333333333335,1.333333333333333,2.6666666666666665,7,5,-2,4,2,1,7,22,Somewhat Disagree,H,18,1,1,1,3,4,3,4,2,3,2,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Rather important,Rather important,Not very important,6,3,5,4,6,6,7,7,7,6,8,5,7,6,Female,18-24,No affiliation,Somewhat liberal,NA,NA,Some college / university,Single (never married),0,5,15,Yes,"More than 100,000 inhabitants",I didn't move,Merseyside,Merseyside,NA,No,NA,3,2,4,2,3,4,2,2,4,£,0.067,allofirst,firstletter,H,J,recipient,10,0.67
p111,2022-04-04,03:32:38,03:41:45,100,546,01,GBR,EN-GB,H,20,10,10,20,0,0,10,20,20,-10,10,-20,0,10,20,3,2,1,1.75,6,-4.25,6.5,6,0.5,5,3.6666666666666665,3,0.6666666666666665,2,4.333333333333333,3.75,-0.583333333333333,4,1,1,6,6,Somewhat Disagree,H,18,1,1,1,3,4,3,4,3,3,3,2,3,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not at all important,Not very important,7,4,1,2,2,4,7,8,3,8,1,3,5,7,Male,25-34,Other party,Very liberal,Average,Employed (full-time),Completed college / university,Married,0,1,4,No,"10,000 to 100,000 inhabitants",I moved once or twice,West Central Scotland,West Central Scotland,Views on other types of people,No,NA,1,2,5,2,1,3,4,1,5,£,0.067,allofirst,firstletter,H,J,recipient,10,0.67
p112,2022-04-04,03:28:25,03:41:51,100,806,01,GBR,EN-GB,P,19,20,20,19,20,15,19,20,15,1,20,1,15,1,15,7,1,6,6.75,2.5,4.25,6,4,2,3,3.3333333333333335,1.6666666666666667,1.6666666666666667,3.3333333333333335,4.666666666666667,5.5,0.833333333333333,4,2,2,8,7,Somewhat Disagree,P,18,1,1,1,3,4,3,3,2,1,2,4,3,3,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Rather important,5,6,5,7,7,5,5,5,7,4,4,6,7,7,Female,18-24,No affiliation,Moderate,Average,Student,Some college / university,Single (never married),0,0,5,Yes,"2,000 to 10,000 inhabitants",I didn't move,Kent,Kent,Feelings towards others,No,NA,5,5,2,3,5,4,3,5,1,£,0.067,attfirst,firstletter,P,S,allocator,19,1.273
p113,2022-04-04,03:26:51,03:41:56,100,905,01,GBR,EN-GB,H,15,18,12,10,10,10,10,15,10,3,12,0,10,5,10,5,3.5,1.5,6,5.75,0.25,7,5.75,1.25,1,3.3333333333333335,2.6666666666666665,0.666666666666667,1.6666666666666667,7.666666666666667,5.25,-2.416666666666667,4,1,2,7,92,Somewhat Disagree,H,18,1,1,1,3,4,3,3,2,3,3,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Rather important,Rather important,9,1,6,1,9,7,9,9,6,9,7,5,6,6,Female,45-54,Labour,Moderate,Far below average,Other,Completed high school,In a relationship (but currently unmarried),1,45,45,No,"More than 500,000 inhabitants",I didn't move,Outer London — South,Outer London — South,Our attitude towards different relationships/races,No,NA,2,2,3,2,4,3,3,3,3,£,0.067,allofirst,firstletter,H,J,recipient,10,0.67
p114,2022-04-04,03:27:34,03:42:00,100,865,01,GBR,EN-GB,P,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,5.25,3.5,1.75,4.75,5.25,-0.5,6,5,1,5,3.3333333333333335,2.6666666666666665,0.666666666666667,2.6666666666666665,5.666666666666667,5.5,-0.16666666666666696,4,2,2,8,13,Somewhat Disagree,P,18,1,1,1,3,4,3,3,2,3,3,2,3,3,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Rather important,Rather important,7,6,7,6,8,6,5,5,5,7,6,4,4,7,Female,45-54,Other party,Somewhat liberal,Average,Employed (full-time),Post-graduate degree,Married,4,8,0,No,"2,000 to 10,000 inhabitants",I didn't move,Eastern Scotland,Eastern Scotland,Not totally sure - perhaps about how we treat others and fairness,No,NA,2,1,2,4,1,2,3,1,5,£,0.067,attfirst,firstletter,P,S,recipient,10,0.67
p115,2022-04-04,03:27:22,03:42:22,100,899,01,GBR,EN-GB,P,10,10,10,10,5,10,10,10,10,0,10,-5,10,0,10,4.5,4.5,0,5,5.5,-0.5,6.25,5.75,0.5,6,3,3,0,2,8.333333333333334,4.25,-4.083333333333334,4,1,2,7,8,Somewhat Disagree,P,18,1,1,1,3,4,2,3,3,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Very important,7,3,5,1,8,9,6,8,7,9,8,3,3,8,Female,25-34,Labour,Somewhat liberal,Average,Employed (full-time),Post-graduate degree,Single (never married),0,1,5,Yes,"10,000 to 100,000 inhabitants",I moved 3-5 times,North Yorkshire,North Yorkshire,Assessing peoples' ability to sympathise with people of varying degrees of closeness,No,NA,1,1,4,2,1,2,4,1,5,£,0.067,allofirst,firstletter,P,S,allocator,5,0.335
p116,2022-04-04,03:35:28,03:42:22,100,414,01,GBR,EN-GB,M,20,0,10,0,0,10,10,10,10,-20,10,0,10,0,10,5.25,3.5,1.75,7,7,0,7,7,0,7,4,4,0,4,5,5,0,4,2,1,7,9,Somewhat Disagree,M,18,1,1,1,3,4,4,4,4,4,4,4,4,4,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Very important,Very important,1,5,5,5,5,5,5,5,5,5,5,5,5,5,Male,25-34,Labour,Very liberal,Average,Employed (full-time),Some college / university,Other,0,2,6,No,"10,000 to 100,000 inhabitants",I moved once or twice,Essex,Essex,not sure,No,NA,3,3,3,3,3,3,3,3,3,£,0.067,allofirst,secondletter,M,K,allocator,0,0
p117,2022-04-04,03:21:48,03:42:24,100,1236,01,GBR,EN-GB,M,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4,4,0,5.5,6.25,-0.75,6,6,0,4,3.3333333333333335,3,0.3333333333333335,2.3333333333333335,6.666666666666667,4.5,-2.166666666666667,4,1,1,6,4,Somewhat Disagree,M,18,1,1,1,3,4,3,3,3,3,3,2,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Rather important,Not at all important,Rather important,7,3,5,3,6,8,6,6,2,5,6,4,4,7,Other,25-34,No affiliation,Very liberal,Average,Employed (part-time),Some college / university,Married,0,1,2,No,"More than 500,000 inhabitants",I moved once or twice,"Surrey, East and West Sussex","Surrey, East and West Sussex",Feelings about social groups,No,NA,3,3,4,2,2,1,3,1,3,£,0.067,attfirst,secondletter,M,K,allocator,10,0.67
p118,2022-04-04,03:31:31,03:42:34,100,663,01,GBR,EN-GB,N,10,10,10,10,10,10,10,15,10,0,10,0,10,5,10,4,4,0,5.25,4.75,0.5,4,3.75,0.25,4,3.6666666666666665,2.6666666666666665,1,2,8,2.5,-5.5,3,1,2,6,8,Somewhat Disagree,N,18,1,1,1,3,4,3,4,2,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Not very important,3,3,3,6,6,8,2,9,7,6,7,2,6,7,Male,25-34,Labour,A little liberal,Average,Employed (full-time),Post-graduate degree,In a relationship (but currently unmarried),0,1,6,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,West Midlands,West Midlands,"Trust or lack of trust between different groups, and willingness to help others in or outside of one's group.",No,NA,3,1,4,2,1,1,4,2,5,£,0.067,attfirst,secondletter,N,L,recipient,10,0.67
p119,2022-04-04,03:24:16,03:42:50,100,1114,01,GBR,EN-GB,L,20,20,10,20,20,10,20,20,20,0,10,0,10,0,20,4,4,0,5,5,0,3.5,5,-1.5,6,2.6666666666666665,2,0.6666666666666665,2,7,3.75,-3.25,2,1,2,5,20,Somewhat Disagree,L,18,1,1,1,3,2,3,3,2,2,2,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Not very important,Not at all important,Not very important,3,3,4,6,7,7,7,7,8,7,7,1,7,7,Female,35-44,Conservative,Conservative,Average,Student,Some college / university,Single (never married),2,4,13,No,"10,000 to 100,000 inhabitants",I didn't move,Merseyside,Merseyside,not sure,No,NA,3,1,4,1,1,4,2,2,4,£,0.067,attfirst,firstletter,L,N,allocator,20,1.34
p120,2022-04-04,03:24:07,03:42:56,100,1129,01,GBR,EN-GB,M,10,15,15,10,10,10,10,15,15,5,15,0,10,5,15,5.5,3,2.5,6.75,6.5,0.25,7,6.5,0.5,5,3.6666666666666665,3.6666666666666665,0,2.6666666666666665,6.666666666666667,3.25,-3.416666666666667,4,1,1,6,8,Somewhat Disagree,M,18,1,1,1,3,4,3,4,3,4,4,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not very important,Rather important,8,2,7,2,8,7,1,7,2,7,6,3,1,8,Female,18-24,Labour,Very liberal,Above average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),0,2,5,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,West Yorkshire,West Yorkshire,I think it was about what my views are on other populations,No,NA,1,1,4,2,1,1,5,2,4,£,0.067,allofirst,secondletter,M,K,recipient,10,0.67
p121,2022-04-04,03:27:09,03:43:03,100,954,01,GBR,EN-GB,J,15,15,10,15,15,10,10,10,10,0,10,0,10,0,10,4,4,0,5.25,6,-0.75,7,7,0,3,2.6666666666666665,2.6666666666666665,0,1.6666666666666667,7.666666666666667,2,-5.666666666666667,4,1,1,6,15,Somewhat Disagree,J,18,1,1,1,3,3,1,4,2,3,3,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not at all important,Rather important,7,1,5,6,8,8,1,7,5,8,8,1,2,9,Female,25-34,Labour,Somewhat liberal,Average,Student,Completed college / university,In a relationship (but currently unmarried),0,0,14,No,"More than 500,000 inhabitants",I moved 3-5 times,Greater Manchester,Greater Manchester,NA,No,NA,1,1,4,1,1,3,3,1,5,£,0.067,attfirst,secondletter,J,H,recipient,10,0.67
p122,2022-04-04,03:23:17,03:43:21,100,1203,01,GBR,EN-GB,L,15,15,15,15,15,10,10,15,15,0,15,0,10,5,15,5.5,3.75,1.75,7,6.5,0.5,7,7,0,3,3.3333333333333335,3.6666666666666665,-0.33333333333333304,1.3333333333333333,5,5.75,0.75,4,1,2,7,24,Somewhat Disagree,L,18,1,1,1,3,4,3,3,3,4,4,1,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,8,7,7,9,9,5,5,5,9,9,5,4,5,8,Female,25-34,No affiliation,Moderate,Average,Employed (part-time),Some college / university,Married,3,1,19,No,"2,000 to 10,000 inhabitants",I moved once or twice,West Central Scotland,West Central Scotland,bias,No,NA,2,3,3,4,2,4,3,2,4,£,0.067,allofirst,firstletter,L,N,allocator,15,1.005
p123,2022-04-04,03:35:23,03:43:54,100,510,01,GBR,EN-GB,P,14,14,12,14,14,10,15,15,10,0,12,0,10,0,10,4,4,0,5.25,5.25,0,4,6,-2,1,3,3,0,1.3333333333333333,7.666666666666667,2,-5.666666666666667,1,1,1,3,8,Somewhat Disagree,P,18,1,1,1,3,2,3,4,3,3,3,1,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Not at all important,Rather important,Not at all important,Rather important,5,1,1,7,8,5,5,9,8,9,9,1,8,9,Female,25-34,Labour,Somewhat liberal,Below average,Employed (full-time),Some college / university,Single (never married),0,3,4,No,"10,000 to 100,000 inhabitants",I moved 6-10 times,East Anglia,East Anglia,No comments,No,NA,3,3,3,3,1,1,4,3,5,£,0.067,attfirst,firstletter,P,S,recipient,10,0.67
p124,2022-04-04,03:27:49,03:44:07,100,977,01,GBR,EN-GB,K,10,15,15,10,10,10,10,10,15,5,15,0,10,0,15,5,4.25,0.75,5,5,0,5,5.5,-0.5,3,3.3333333333333335,2.6666666666666665,0.666666666666667,3,7.666666666666667,6.75,-0.916666666666667,4,2,2,8,2,Somewhat Disagree,K,18,1,1,1,3,4,3,3,2,3,3,3,3,3,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Rather important,9,8,8,6,9,9,5,6,7,6,8,6,5,7,Female,35-44,Conservative,A little conservative,Average,Other,Some high school,Married,1,0,0,No,"10,000 to 100,000 inhabitants",I didn't move,Essex,Essex,I'm not 100% sure.  Is it to do with how generous people are?,No,NA,1,4,2,5,1,3,4,1,4,£,0.067,allofirst,firstletter,K,M,allocator,10,0.67
p125,2022-04-04,03:31:19,03:44:19,100,780,01,GBR,EN-GB,H,20,20,10,10,15,15,15,20,15,0,10,5,15,5,15,4,4,0,5,4,1,3.5,3.5,0,4,3,2,1,3,6,5.5,-0.5,3,2,2,7,5,Somewhat Disagree,H,18,1,1,1,3,3,3,3,2,2,2,3,3,3,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Rather important,7,6,6,3,5,6,5,6,7,5,6,5,6,6,Male,45-54,No affiliation,Moderate,Below average,Employed (full-time),Completed college / university,Single (never married),0,1,3,No,"10,000 to 100,000 inhabitants",I moved once or twice,Shropshire and Staffordshire,Shropshire and Staffordshire,-,No,NA,1,3,3,2,1,3,2,2,5,£,0.067,attfirst,firstletter,H,J,allocator,10,0.67
p126,2022-04-04,03:31:51,03:44:31,100,760,01,GBR,EN-GB,N,20,20,10,20,20,10,10,20,10,0,10,0,10,10,10,4.5,4.5,0,5.25,5.25,0,5.75,5.5,0.25,7,3.6666666666666665,3,0.6666666666666665,2.3333333333333335,8,3.75,-4.25,2,1,2,5,6,Somewhat Disagree,N,18,1,1,1,3,4,3,4,3,3,3,2,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Rather important,Not at all important,Not very important,3,2,6,4,7,9,6,9,8,4,6,1,1,7,Male,35-44,Labour,Very liberal,Average,Unemployed,Some college / university,In a relationship (but currently unmarried),0,0,4,Yes,"2,000 to 10,000 inhabitants",I moved 3-5 times,"Gloucestershire, Wiltshire and Bristol/Bath area","Gloucestershire, Wiltshire and Bristol/Bath area",Looking into how people will favour in-groups and out-groups.,No,NA,1,2,4,2,1,2,4,1,5,£,0.067,allofirst,secondletter,N,L,allocator,20,1.34
p127,2022-04-04,03:27:22,03:44:39,100,1037,01,GBR,EN-GB,M,15,15,10,15,15,10,15,15,10,0,10,0,10,0,10,3.25,2.5,0.75,5.5,6.25,-0.75,5.25,6.25,-1,4,3,2.6666666666666665,0.3333333333333335,1.6666666666666667,8.333333333333334,4,-4.333333333333334,4,1,1,6,9,Somewhat Disagree,M,18,1,1,1,3,3,3,3,2,3,3,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not at all important,Rather important,8,2,4,1,7,9,8,9,2,4,7,2,5,9,Female,25-34,Labour,Somewhat liberal,Average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),0,2,5,Yes,"10,000 to 100,000 inhabitants",I moved 6-10 times,Prefer not to say,Prefer not to say,"The only comment I have is the final question about where in the UK I resided - I feel this list was very very generalized. ""West Wales and the Valleys"" is the area closest related to me, but they are no where near each other. I live in South Wales, in an area that borders the Valleys, but is not considered part of them. And as far as I'm aware, the Valley's is not an official region, but more a colloquial term given to a region in Wales. For future studies I would suggest either listing actual counties, or at least separating the country into South, West, North and East.",No,NA,1,2,4,2,1,3,3,2,5,£,0.067,allofirst,secondletter,M,K,recipient,10,0.67
p128,2022-04-04,03:32:51,03:44:46,100,714,01,GBR,EN-GB,N,15,18,15,19,19,10,10,20,20,3,15,0,10,10,20,5.25,4,1.25,4.25,3.5,0.75,6.75,2.5,4.25,1,3.6666666666666665,2,1.6666666666666665,1,8.333333333333334,4.25,-4.083333333333334,4,1,2,7,6,Somewhat Disagree,N,18,1,1,1,3,4,3,4,2,2,2,1,1,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not very important,Not at all important,Not very important,2,6,1,1,1,7,5,9,6,1,9,5,5,6,Male,55-64,No affiliation,Conservative,Above average,Employed (full-time),Some high school,Single (but married in the past),2,1,2,No,"Up to 2,000 inhabitants",I moved once or twice,Northern Ireland,Northern Ireland,N/a,No,NA,1,1,3,2,1,3,1,1,5,£,0.067,attfirst,secondletter,N,L,allocator,19,1.273
p129,2022-04-04,03:35:21,03:44:47,100,565,01,GBR,EN-GB,K,10,10,10,10,10,10,20,10,0,0,10,0,10,-10,0,4.75,4.25,0.5,5.25,5.25,0,1.25,5.25,-4,1,2,2.6666666666666665,-0.6666666666666665,2.3333333333333335,3.3333333333333335,2.5,-0.8333333333333335,1,1,2,4,5,Somewhat Disagree,K,18,1,1,1,3,1,2,3,2,3,3,3,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not at all important,Very important,Not at all important,Rather important,7,1,5,6,9,1,3,6,7,9,3,1,5,9,Male,25-34,Conservative,Moderate,Below average,Employed (full-time),Post-graduate degree,Single (never married),0,1,2,Yes,"More than 100,000 inhabitants",I moved 3-5 times,Essex,Essex,NA,No,NA,3,1,5,1,1,3,3,1,5,£,0.067,allofirst,firstletter,K,M,recipient,10,0.67
p130,2022-04-04,03:36:58,03:45:15,100,497,01,GBR,EN-GB,K,15,15,15,15,15,10,15,15,15,0,15,0,10,0,15,3.5,3.5,0,5.5,4.5,1,5,3.75,1.25,4,3.3333333333333335,2.6666666666666665,0.666666666666667,2.3333333333333335,5.666666666666667,3.5,-2.166666666666667,4,1,2,7,11,Somewhat Disagree,K,18,1,1,1,3,4,3,3,2,3,3,3,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Not very important,7,2,4,5,6,5,6,6,5,6,6,2,5,6,Male,25-34,Labour,Moderate,Average,Employed (full-time),Completed high school,Married,2,2,6,No,"10,000 to 100,000 inhabitants",I moved once or twice,Lincolnshire,Lincolnshire,NA,No,NA,2,2,4,2,2,4,2,2,4,£,0.067,attfirst,firstletter,K,M,recipient,10,0.67
p131,2022-04-04,03:29:56,03:45:15,100,918,01,GBR,EN-GB,K,15,15,10,15,15,10,15,15,15,0,10,0,10,0,15,5,4,1,5.25,4.5,0.75,6,5.75,0.25,1,3,3,0,1.6666666666666667,6.333333333333333,6,-0.33333333333333304,4,1,2,7,7,Somewhat Disagree,K,18,1,1,1,3,3,3,3,3,3,3,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Rather important,Rather important,4,6,6,5,6,7,6,6,6,6,6,6,5,6,Male,25-34,Labour,Somewhat liberal,Far below average,Employed (full-time),Post-graduate degree,In a relationship (but currently unmarried),2,3,1,No,"More than 500,000 inhabitants",I moved once or twice,Inner London — East,Inner London — East,How I view others,No,NA,2,4,3,3,3,4,2,2,4,£,0.067,attfirst,firstletter,K,M,recipient,10,0.67
p132,2022-04-04,03:28:21,03:45:22,100,1020,01,GBR,EN-GB,S,15,15,10,20,20,10,10,10,10,0,10,0,10,0,10,2,2,0,2,1.75,0.25,4.5,5,-0.5,3,3,2,1,1,5,3.75,-1.25,4,1,1,6,5,Somewhat Disagree,S,18,1,1,1,3,3,2,4,2,2,2,1,1,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not at all important,Not at all important,5,4,3,6,6,4,4,6,4,4,5,4,4,3,Female,25-34,Labour,A little liberal,Below average,Employed (full-time),Some college / university,In a relationship (but currently unmarried),0,1,3,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,Bedfordshire and Hertfordshire,Bedfordshire and Hertfordshire,No,No,NA,1,2,1,3,1,1,5,3,5,£,0.067,attfirst,secondletter,S,P,recipient,10,0.67
